"school","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","reason","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G2","G3","pred"
"GP","M",17,"U","GT3","T",4,3,"other","other","course","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",5,2,3,1,1,2,4,10,10,11,11.9185240711469
"GP","M",19,"U","GT3","T",3,3,"other","other","home","other",1,2,1,"no","yes","no","yes","yes","yes","yes","yes",4,4,4,1,1,3,20,15,14,13,9.60007679980134
"GP","M",15,"U","GT3","T",2,3,"other","services","course","father",1,1,0,"yes","yes","yes","yes","no","yes","yes","yes",3,2,2,1,3,3,2,10,12,12,10.8967887242759
"GP","M",16,"U","GT3","T",1,2,"services","services","other","mother",1,1,0,"no","yes","yes","yes","yes","yes","yes","yes",3,3,3,1,2,3,2,11,12,11,10.5399797378915
"GP","M",15,"U","GT3","T",2,2,"other","other","home","mother",1,1,0,"no","yes","yes","no","yes","yes","yes","no",4,2,2,1,2,5,2,12,12,11,11.0347368944924
"GP","M",16,"U","GT3","T",4,4,"teacher","teacher","home","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","yes",4,4,5,5,5,5,16,10,12,11,11.8670749768191
"GP","F",17,"R","GT3","T",2,1,"at_home","services","course","mother",3,2,0,"no","no","no","yes","yes","yes","no","no",2,1,1,1,1,3,2,13,11,11,10.6773302341903
"GP","F",18,"U","GT3","T",4,4,"teacher","other","course","mother",1,2,0,"no","yes","yes","no","yes","yes","yes","no",4,4,4,3,3,5,2,11,11,11,11.9438045440358
"MS","F",19,"U","LE3","T",3,2,"services","services","home","other",2,2,2,"no","no","no","yes","yes","yes","no","yes",3,2,2,1,1,3,4,7,7,9,7.30330821019792
"GP","F",16,"U","GT3","T",3,3,"other","services","home","mother",1,2,0,"yes","yes","yes","yes","yes","yes","yes","no",4,3,3,2,4,5,54,11,12,11,11.6356944385135
"GP","F",16,"U","GT3","T",1,1,"at_home","other","home","mother",2,1,0,"no","yes","yes","no","yes","yes","no","no",4,3,2,1,4,5,6,9,9,10,9.99755276433334
"GP","F",16,"U","GT3","T",4,3,"health","other","home","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","no",4,3,5,1,5,2,2,16,16,16,11.9059606506652
"GP","M",17,"U","GT3","T",2,1,"other","other","home","mother",1,1,3,"no","yes","no","no","yes","yes","yes","no",5,4,5,1,2,5,0,5,0,0,5.3396766680268
"GP","F",16,"U","GT3","T",1,1,"services","services","course","father",4,1,0,"yes","yes","no","yes","no","yes","yes","yes",5,5,5,5,5,5,6,10,8,11,10.5204957817179
"GP","M",15,"U","LE3","T",4,4,"health","services","course","father",1,1,0,"no","yes","yes","yes","yes","yes","yes","no",4,3,3,1,3,5,2,14,14,14,11.6820696875949
"GP","F",16,"U","GT3","T",2,3,"services","teacher","other","mother",1,2,0,"yes","no","no","no","yes","yes","yes","no",2,3,1,1,1,3,2,16,16,17,11.130126584674
"GP","M",19,"U","GT3","T",4,4,"teacher","services","reputation","other",2,1,1,"no","yes","yes","no","yes","yes","yes","yes",4,3,4,1,1,4,38,8,9,8,9.85514936218209
"GP","F",17,"U","GT3","T",3,3,"other","other","home","mother",1,3,0,"no","no","no","yes","no","yes","no","no",3,2,3,1,1,4,4,10,9,9,11.3153203133731
"GP","F",16,"U","LE3","T",1,2,"other","services","reputation","father",1,2,0,"yes","no","no","yes","yes","yes","yes","no",4,4,3,1,1,1,4,8,10,9,10.7371231774317
"MS","F",19,"R","GT3","T",2,3,"services","other","course","mother",1,3,1,"no","no","no","yes","no","yes","yes","no",5,4,2,1,2,5,0,7,5,0,9.55716625641994
"GP","F",16,"R","GT3","T",4,4,"health","teacher","other","mother",1,2,0,"no","yes","no","yes","yes","yes","no","no",2,4,4,2,3,4,6,10,11,11,11.3298925921643
"GP","M",16,"U","GT3","T",4,4,"teacher","teacher","course","father",1,2,0,"no","yes","no","yes","yes","yes","yes","no",5,4,4,1,2,5,2,15,15,16,11.916852256181
"GP","F",17,"U","GT3","T",3,2,"health","health","reputation","father",1,4,0,"no","yes","yes","yes","no","yes","yes","no",5,2,2,1,2,5,0,17,17,18,12.0368576403695
"GP","F",18,"U","GT3","T",2,2,"at_home","at_home","other","mother",1,3,0,"no","yes","yes","no","yes","yes","yes","no",4,3,3,1,2,2,5,18,18,19,11.3476688649121
"GP","M",17,"R","LE3","T",2,1,"at_home","other","course","mother",2,1,2,"no","no","no","yes","yes","no","yes","yes",3,3,2,2,2,5,0,7,6,0,7.12237839870722
"GP","M",15,"U","GT3","T",4,2,"health","services","other","mother",1,1,0,"no","no","yes","no","yes","yes","yes","no",2,2,4,2,4,1,4,15,16,15,11.6920791437448
"GP","F",17,"U","GT3","T",1,1,"at_home","other","course","father",1,2,0,"no","yes","no","no","no","yes","yes","no",5,3,3,1,1,3,4,5,5,6,10.7389406657207
"GP","M",16,"R","GT3","T",2,2,"at_home","other","course","mother",3,1,0,"no","no","no","no","no","yes","no","no",4,2,2,1,2,3,2,17,15,15,10.4291089869591
"MS","F",18,"R","LE3","A",1,4,"at_home","other","course","mother",3,2,0,"no","no","no","no","yes","yes","no","yes",4,3,4,1,4,5,0,13,13,13,10.2363318592183
"GP","M",16,"U","LE3","T",4,3,"teacher","other","course","mother",1,1,0,"no","no","no","yes","no","yes","yes","no",5,4,5,1,1,3,0,6,0,0,11.6442022191252
"MS","M",18,"R","LE3","T",1,1,"at_home","other","other","mother",2,2,1,"no","no","no","yes","no","no","no","no",4,4,3,2,3,5,2,13,12,12,8.36602902935889
"GP","M",18,"R","GT3","T",4,3,"teacher","services","course","mother",1,3,0,"no","no","no","no","yes","yes","yes","yes",5,3,2,1,2,4,9,16,15,16,12.1971474063552
"GP","F",16,"U","GT3","T",4,4,"teacher","services","home","mother",1,3,0,"no","yes","no","yes","no","yes","yes","no",5,3,2,1,1,5,0,13,13,14,12.0737269225922
"GP","F",15,"U","GT3","T",2,1,"services","other","reputation","father",3,3,0,"no","yes","no","yes","yes","yes","yes","no",5,2,2,1,1,4,4,10,12,12,11.3470136111609
"GP","F",18,"U","GT3","T",2,3,"other","services","reputation","father",1,4,0,"no","yes","yes","yes","yes","yes","yes","yes",4,5,5,1,3,2,4,15,14,14,11.5982241373706
"MS","F",17,"U","LE3","T",4,4,"at_home","at_home","course","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","yes",2,3,4,1,1,1,0,16,15,15,11.9810791096061
"GP","F",16,"U","LE3","T",2,2,"services","services","course","mother",3,2,0,"no","yes","yes","no","yes","yes","yes","no",4,3,3,2,3,4,2,12,13,13,11.2018433203276
"GP","F",18,"R","GT3","A",3,2,"other","services","home","mother",2,2,0,"no","no","no","no","no","no","yes","yes",4,1,1,1,1,5,75,10,9,9,11.4734480150492
"GP","F",18,"U","GT3","T",1,1,"other","other","home","mother",2,2,0,"yes","no","no","yes","yes","yes","yes","no",5,4,4,1,1,4,4,8,9,10,10.7213577500181
"MS","M",18,"U","GT3","T",4,4,"teacher","teacher","home","father",1,2,0,"no","no","yes","yes","no","yes","yes","no",3,2,4,1,4,2,4,15,14,14,12.0633399221118
"GP","F",16,"U","LE3","A",3,3,"other","services","home","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",2,3,5,1,4,3,12,11,12,11,11.606589873563
"GP","F",16,"U","GT3","A",2,1,"other","other","other","mother",1,2,0,"no","no","yes","yes","yes","yes","yes","yes",5,3,4,1,1,2,8,8,9,10,11.1486333844875
"GP","F",16,"U","LE3","T",1,1,"at_home","at_home","course","mother",1,1,0,"no","no","no","no","yes","yes","yes","no",3,4,4,3,3,1,2,14,14,13,10.5197612881649
"GP","M",15,"U","GT3","T",3,4,"other","other","home","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",5,5,1,1,1,5,0,14,15,15,11.6836514182245
"MS","M",21,"R","GT3","T",1,1,"other","other","course","other",1,1,3,"no","no","no","no","no","yes","no","no",5,5,3,3,3,3,3,10,8,7,4.28139952231114
"GP","M",17,"U","GT3","T",2,3,"other","other","course","father",2,1,0,"no","no","no","no","yes","yes","yes","no",5,2,2,1,1,2,4,12,12,13,10.9146190656981
"GP","M",17,"R","GT3","T",2,2,"services","other","course","mother",4,1,0,"no","yes","no","no","yes","yes","yes","no",4,4,5,5,5,4,8,11,10,10,10.8169052626493
"GP","F",19,"R","GT3","T",2,3,"other","other","reputation","other",1,3,1,"no","no","no","no","yes","yes","yes","yes",4,1,2,1,1,3,40,13,11,11,9.50804510600812
"MS","F",17,"R","GT3","T",1,2,"other","other","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","no",3,5,5,1,3,1,14,6,5,5,10.4250010932692
"GP","F",16,"U","LE3","T",3,1,"other","other","home","father",1,2,0,"yes","yes","no","no","yes","yes","no","no",3,3,3,2,3,2,4,7,6,6,10.9119389825892
"MS","M",18,"R","LE3","T",3,2,"services","other","course","mother",3,1,0,"no","no","no","no","no","yes","yes","no",4,4,1,3,4,5,0,11,12,10,11.141357334906
"GP","M",15,"U","LE3","T",2,2,"services","services","home","mother",2,2,0,"no","no","yes","yes","yes","yes","yes","no",5,3,3,1,3,4,4,15,15,15,11.1115406229803
"MS","F",17,"R","GT3","T",1,1,"other","services","reputation","mother",3,1,1,"no","yes","yes","no","yes","yes","yes","yes",5,2,1,1,2,1,0,7,6,0,8.65319087787604
"GP","F",17,"U","GT3","T",2,3,"at_home","other","home","father",2,1,0,"no","yes","yes","no","yes","yes","no","no",3,3,3,1,4,3,3,7,7,8,10.3372641552308
"GP","M",16,"U","GT3","T",4,4,"services","teacher","other","father",1,3,0,"no","yes","no","yes","yes","yes","yes","yes",4,4,3,1,1,4,0,16,17,17,12.1619359962609
"GP","M",16,"U","GT3","T",3,4,"other","other","course","father",3,1,2,"no","yes","no","yes","no","yes","yes","no",3,4,5,2,4,2,0,6,5,0,7.54885314077367
"GP","M",15,"U","LE3","A",2,1,"services","other","course","mother",4,1,3,"no","no","no","no","yes","yes","yes","no",4,5,5,2,5,5,0,8,9,10,5.24556649265568
"GP","M",19,"U","GT3","T",3,2,"services","at_home","home","mother",1,1,3,"no","yes","no","no","yes","no","yes","yes",4,5,4,1,1,4,0,5,0,0,5.68728204811344
"GP","F",19,"U","GT3","T",1,1,"at_home","health","home","other",1,3,2,"no","no","no","no","no","yes","yes","yes",4,1,2,1,1,3,14,15,13,13,7.28192848931114
"GP","F",15,"U","LE3","A",3,3,"other","other","other","mother",1,1,0,"no","no","yes","no","yes","yes","yes","no",5,3,4,4,4,1,6,10,13,13,11.2142242911412
"GP","F",17,"U","GT3","T",1,1,"at_home","services","course","mother",1,2,0,"no","no","no","yes","yes","yes","yes","no",5,3,3,1,1,3,0,8,8,9,10.7373658325351
"GP","M",15,"U","GT3","T",4,4,"teacher","health","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","no","no",3,2,2,1,1,5,4,14,15,15,11.4699625018848
"GP","M",17,"U","LE3","T",4,4,"teacher","other","reputation","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",4,4,4,1,3,5,0,13,11,10,11.9316585466248
"GP","F",16,"U","LE3","T",4,4,"teacher","teacher","reputation","mother",1,2,0,"no","yes","yes","no","yes","yes","yes","no",4,5,2,1,2,3,0,9,9,10,11.9664172242107
"GP","M",18,"U","GT3","T",2,2,"other","services","reputation","father",1,2,1,"no","no","no","no","yes","no","yes","no",5,5,4,3,5,2,0,7,7,0,9.20885490652643
"GP","F",15,"U","GT3","T",1,1,"other","other","home","father",1,2,0,"no","yes","no","yes","no","yes","yes","no",4,3,2,2,3,4,2,9,10,10,10.717310427293
"GP","F",18,"U","LE3","T",2,2,"other","other","home","other",1,2,0,"no","no","no","yes","no","yes","yes","yes",4,3,3,1,1,2,0,8,8,0,11.07728916256
"GP","M",16,"U","GT3","T",2,3,"other","other","home","father",2,1,0,"no","no","no","no","yes","yes","yes","no",5,3,3,1,1,3,0,13,14,14,10.892260982123
"GP","F",17,"U","LE3","T",2,2,"services","services","course","father",1,4,0,"no","no","yes","yes","yes","yes","yes","yes",3,4,1,1,1,2,0,10,9,0,11.6332763791086
"GP","M",16,"U","LE3","T",2,2,"services","services","reputation","father",2,1,2,"no","yes","no","yes","yes","yes","yes","no",2,3,3,2,2,2,8,9,9,9,7.10887911063801
"GP","F",17,"U","GT3","T",4,4,"teacher","teacher","course","mother",2,3,0,"no","yes","yes","no","no","yes","yes","yes",4,3,3,1,2,4,4,14,14,14,12.0343522482883
"GP","M",16,"U","LE3","T",1,1,"services","other","course","mother",1,2,1,"no","no","no","no","yes","yes","no","yes",4,4,4,1,3,5,0,14,12,12,8.2261313661635
"GP","M",16,"U","GT3","T",0,2,"other","other","other","mother",1,1,0,"no","no","yes","no","no","yes","yes","no",4,3,2,2,4,5,0,13,15,15,10.047271374376
"GP","F",16,"U","GT3","T",3,3,"other","other","reputation","mother",3,2,0,"yes","yes","no","yes","yes","yes","no","no",5,3,2,1,1,4,4,8,10,10,10.9158796274042
"GP","M",17,"U","GT3","T",4,4,"teacher","teacher","reputation","mother",1,2,0,"yes","yes","no","yes","yes","yes","yes","yes",4,5,5,1,3,2,14,11,9,9,11.9582162340422
"GP","F",15,"U","GT3","T",2,3,"other","other","other","father",2,1,0,"no","yes","no","yes","yes","yes","no","no",3,5,1,1,1,5,0,8,7,6,10.4605363095091
"GP","F",15,"U","GT3","T",1,2,"at_home","other","course","mother",1,2,0,"no","yes","yes","no","no","yes","yes","no",4,3,2,1,1,5,2,10,11,11,10.779123217034
"GP","M",16,"U","GT3","T",3,1,"other","other","reputation","father",2,4,0,"no","yes","yes","no","yes","yes","yes","no",4,3,2,1,1,5,0,13,15,15,12.0971669849807
"GP","M",17,"U","LE3","T",1,1,"health","other","course","mother",2,1,1,"no","yes","no","yes","yes","yes","yes","no",4,4,4,1,2,5,2,7,9,8,8.6236629553198
"GP","M",16,"U","LE3","T",1,1,"other","other","home","mother",2,2,0,"no","yes","yes","no","yes","yes","yes","no",3,4,2,1,1,5,18,9,7,6,10.5731654312249
"GP","F",16,"U","GT3","T",4,2,"teacher","services","home","mother",2,2,0,"no","yes","yes","yes","yes","yes","yes","no",5,3,3,1,1,1,0,11,10,10,11.9824882730641
"GP","F",17,"U","LE3","T",2,2,"other","other","course","father",1,1,0,"no","yes","no","no","yes","yes","yes","yes",3,4,4,1,3,5,12,10,13,12,10.8406713110427
"GP","F",15,"U","GT3","T",4,4,"services","services","reputation","father",2,2,2,"no","no","yes","no","yes","yes","yes","yes",4,4,4,2,3,5,6,7,9,8,8.23080747399222
"GP","M",16,"U","LE3","T",1,2,"other","other","course","mother",2,1,1,"no","no","no","yes","yes","yes","no","no",4,4,4,2,4,5,0,7,0,0,8.06824314688472
"MS","M",18,"R","GT3","T",3,2,"other","other","course","mother",2,1,1,"no","yes","no","no","no","yes","yes","no",2,5,5,5,5,5,10,11,13,13,9.47240935960081
"GP","F",16,"U","GT3","T",4,2,"health","services","home","father",1,2,0,"no","no","yes","no","yes","yes","yes","yes",4,2,3,1,1,3,0,14,15,16,11.9493207977723
"GP","M",16,"R","GT3","A",4,4,"other","teacher","reputation","mother",2,3,0,"no","yes","no","yes","yes","yes","yes","yes",2,4,3,1,1,5,7,15,16,15,12.1448785833063
"GP","F",15,"U","GT3","A",3,3,"other","health","reputation","father",1,4,0,"yes","no","no","no","yes","yes","no","no",4,3,3,1,1,4,10,10,11,11,11.5097118634076
"GP","F",17,"R","GT3","T",4,3,"teacher","other","reputation","mother",2,3,0,"no","yes","yes","yes","yes","yes","yes","yes",4,4,2,1,1,4,6,7,7,7,12.1831801335097
"GP","M",16,"U","LE3","A",4,4,"teacher","health","reputation","mother",1,2,0,"no","yes","no","no","yes","yes","no","no",4,1,3,3,5,5,18,8,6,7,11.4849444647801
"GP","M",15,"R","GT3","T",2,1,"health","services","reputation","mother",1,2,0,"no","no","no","yes","yes","yes","yes","yes",5,4,2,1,1,5,8,9,9,9,11.1682095185953
"GP","M",15,"U","GT3","A",3,4,"services","other","course","mother",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",5,4,4,1,1,1,0,16,18,18,11.4492606528463
"GP","F",15,"U","GT3","T",4,4,"teacher","health","reputation","mother",1,2,0,"no","yes","yes","no","yes","yes","yes","no",3,3,3,1,2,2,0,10,8,9,11.8776521651552
"GP","M",17,"U","GT3","T",1,3,"at_home","services","course","father",1,1,0,"no","no","no","no","yes","no","yes","no",5,3,3,1,4,2,2,10,10,10,10.4516091485452
"GP","M",15,"U","LE3","T",1,2,"other","at_home","home","father",1,2,0,"yes","yes","no","yes","yes","yes","yes","no",4,3,2,1,1,5,2,9,10,9,10.8862896761764
"MS","M",17,"U","GT3","T",3,3,"health","other","course","mother",2,2,0,"no","yes","yes","no","yes","yes","yes","no",4,5,4,2,3,3,2,13,13,13,11.5946056532529
"GP","M",16,"U","GT3","T",4,4,"health","other","reputation","father",1,2,0,"no","yes","yes","yes","yes","yes","yes","no",4,2,4,2,4,1,2,14,13,13,11.9531963660331
"GP","M",19,"R","GT3","T",3,3,"other","services","reputation","father",1,2,1,"no","no","no","yes","yes","yes","no","yes",4,5,3,1,2,5,0,15,12,12,8.99049971700575
"GP","F",17,"U","GT3","T",4,4,"services","teacher","home","mother",2,1,1,"no","yes","no","no","yes","yes","yes","no",4,2,4,2,3,2,24,18,18,18,9.87723455424992
"GP","M",16,"U","GT3","T",2,2,"other","other","course","father",1,2,0,"no","no","no","no","yes","no","yes","no",4,3,5,2,4,4,4,10,10,10,11.2002324035936
"GP","F",15,"U","GT3","T",4,2,"other","other","reputation","mother",1,3,0,"no","yes","no","yes","yes","yes","yes","no",5,3,3,1,3,1,4,13,14,14,12.2939629639742
"GP","F",17,"U","GT3","T",4,4,"other","teacher","course","mother",1,1,0,"yes","yes","no","no","yes","yes","no","yes",4,2,1,1,1,4,0,11,11,12,11.1847894534068
"GP","M",15,"R","GT3","T",3,4,"at_home","teacher","course","mother",4,2,0,"no","yes","no","no","yes","yes","no","yes",5,3,3,1,1,5,0,9,0,0,11.0550834974568
"GP","M",17,"U","LE3","T",4,4,"other","teacher","home","father",2,1,0,"no","no","yes","no","yes","yes","yes","no",4,1,1,2,2,5,0,11,11,10,11.6690395038608
"GP","F",17,"U","GT3","T",1,1,"other","other","course","mother",1,2,0,"no","yes","yes","no","no","yes","no","no",4,4,4,1,3,1,4,9,9,10,10.2635179087837
"GP","F",17,"U","LE3","T",2,4,"services","services","course","father",1,2,0,"no","no","no","yes","yes","yes","yes","yes",4,3,2,1,1,5,0,14,15,15,11.0189807649726
"GP","F",15,"U","GT3","T",1,2,"at_home","services","course","mother",1,2,0,"no","no","no","no","no","yes","yes","no",3,2,3,1,2,1,2,16,15,15,10.6394215453825
"MS","F",18,"R","LE3","T",4,4,"other","other","reputation","mother",2,3,0,"no","no","no","no","yes","yes","yes","no",5,4,4,1,1,1,0,19,18,19,12.2667966548322
"GP","F",18,"U","GT3","T",3,2,"other","services","other","mother",1,3,0,"no","no","no","no","yes","yes","yes","yes",5,4,3,2,3,1,7,13,13,14,11.7834569130199
"GP","M",16,"U","GT3","T",3,3,"other","services","course","father",1,2,1,"no","yes","yes","no","yes","yes","yes","yes",4,5,5,4,4,5,4,10,12,12,9.69346301554977
"GP","F",15,"U","LE3","A",4,3,"other","other","course","mother",1,2,0,"yes","yes","yes","yes","yes","yes","yes","yes",5,2,2,1,1,5,8,8,8,6,11.84827021077
"GP","M",17,"U","GT3","T",1,1,"other","other","reputation","father",1,2,0,"no","no","yes","no","no","yes","yes","no",4,3,3,1,2,4,2,12,10,11,10.8535390804519
"GP","F",18,"U","GT3","T",4,3,"other","other","course","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","yes",4,3,4,1,1,5,9,9,10,9,12.1381961659416
"GP","F",16,"U","GT3","T",3,4,"at_home","other","course","mother",1,2,0,"no","yes","no","no","yes","yes","yes","no",2,4,3,1,2,3,12,5,5,5,11.614043509859
"GP","M",17,"R","GT3","T",2,2,"other","other","course","father",2,2,0,"no","yes","yes","yes","yes","yes","yes","no",4,5,2,1,1,1,4,11,11,11,11.1116269890503
"GP","M",15,"U","GT3","T",3,4,"other","other","reputation","father",1,1,0,"no","no","no","no","yes","yes","yes","no",3,4,3,1,2,4,6,14,13,13,11.3025954831308
"GP","M",15,"U","LE3","A",4,2,"health","health","other","father",2,1,1,"no","no","no","no","yes","yes","no","no",5,5,5,3,4,5,6,11,11,10,9.40133488331661
"MS","F",17,"R","GT3","T",1,2,"other","services","course","father",2,2,0,"no","no","no","no","no","yes","no","no",3,2,2,1,2,3,0,12,11,12,10.2253561281795
"GP","M",16,"U","GT3","T",1,0,"other","other","reputation","mother",2,2,0,"no","yes","yes","yes","yes","yes","yes","yes",4,3,2,1,1,3,2,13,15,16,10.7202125014762
"GP","M",16,"U","GT3","T",4,4,"services","services","course","mother",1,1,0,"no","no","no","yes","yes","yes","yes","no",5,3,2,1,2,5,0,13,12,12,11.6672906408682
"GP","F",16,"U","GT3","T",1,3,"at_home","services","home","mother",1,2,3,"no","no","no","yes","no","yes","yes","yes",4,3,5,1,1,3,0,8,7,0,5.05109933483186
"MS","F",18,"U","GT3","T",3,3,"other","other","home","mother",1,2,0,"no","no","yes","no","yes","yes","yes","yes",4,1,3,1,2,1,0,15,15,15,11.5520304973365
"GP","F",17,"U","GT3","A",2,1,"other","other","course","mother",2,3,0,"no","no","no","yes","yes","yes","yes","yes",3,2,3,1,2,3,10,12,10,12,11.3580836673307
"GP","F",17,"R","GT3","T",3,4,"at_home","services","course","father",1,3,0,"no","yes","yes","yes","no","yes","yes","no",4,3,4,2,5,5,0,11,11,10,11.7531560993847
"GP","M",18,"U","LE3","T",4,3,"teacher","services","course","mother",2,1,0,"no","no","yes","yes","yes","yes","yes","no",4,2,3,1,2,1,8,10,11,10,11.7625130764006
"GP","F",15,"U","GT3","T",4,3,"services","other","reputation","mother",1,1,0,"no","no","yes","yes","yes","yes","yes","no",4,5,5,1,3,1,4,16,17,18,11.6574916578098
"GP","F",19,"U","GT3","T",2,1,"services","services","home","other",1,3,1,"no","no","yes","yes","yes","yes","yes","yes",4,3,4,1,3,3,4,11,12,11,9.45722180585014
"GP","M",17,"R","GT3","T",1,2,"at_home","other","home","mother",1,2,0,"no","no","no","no","yes","yes","no","no",3,1,3,1,5,3,4,8,9,10,10.2348945358633
"MS","F",17,"U","LE3","A",3,2,"services","other","reputation","mother",2,2,0,"no","no","no","no","yes","yes","no","yes",1,2,3,1,2,5,2,12,12,11,11.0798244865581
"GP","F",16,"U","LE3","T",2,2,"other","at_home","course","father",2,2,1,"yes","no","no","yes","yes","yes","yes","no",4,3,3,2,2,5,14,10,10,9,9.22876997317973
"GP","F",15,"R","GT3","T",1,1,"at_home","other","home","mother",2,4,1,"yes","yes","yes","yes","yes","yes","yes","no",3,1,2,1,1,1,2,7,10,10,9.41917461905385
"GP","F",17,"U","LE3","T",3,3,"other","other","reputation","mother",1,2,0,"no","yes","no","yes","yes","yes","yes","yes",5,3,3,2,3,1,56,9,9,8,11.6559988206911
"GP","M",15,"U","GT3","T",4,4,"health","health","other","father",1,1,0,"no","yes","yes","no","yes","yes","yes","no",5,4,2,1,1,5,0,12,15,15,11.7976733529672
"GP","M",15,"U","GT3","T",2,2,"services","services","course","father",1,1,0,"yes","yes","no","no","yes","yes","yes","no",5,4,1,1,1,1,0,8,8,11,10.8332413946737
"GP","F",16,"U","GT3","T",4,3,"teacher","health","home","mother",1,3,0,"yes","yes","yes","yes","yes","yes","yes","no",3,4,4,2,4,4,2,10,9,9,12.2083655408319
"GP","M",16,"U","LE3","T",2,2,"other","other","home","mother",1,2,0,"no","no","no","no","yes","yes","yes","no",4,4,4,1,1,3,0,12,12,11,11.1547587043877
"GP","F",17,"U","LE3","T",2,2,"services","other","course","mother",2,2,0,"yes","yes","yes","no","yes","yes","yes","yes",4,4,4,2,3,5,6,12,12,12,11.145432130931
"GP","M",17,"R","GT3","T",1,2,"at_home","at_home","home","mother",1,2,0,"no","yes","yes","yes","no","yes","no","yes",3,5,2,2,2,1,2,15,14,14,10.1462653910411
"GP","F",18,"U","GT3","T",4,3,"services","other","home","father",1,2,0,"no","yes","yes","no","yes","yes","yes","yes",3,1,2,1,3,2,21,17,18,18,11.9922271964996
"GP","F",16,"R","GT3","T",2,2,"services","services","reputation","mother",2,4,0,"no","yes","yes","yes","no","yes","yes","no",5,3,5,1,1,5,6,10,10,11,11.4594062274303
"GP","F",15,"R","GT3","T",3,4,"services","health","course","mother",1,3,0,"yes","yes","yes","yes","yes","yes","yes","no",4,3,2,1,1,5,2,12,12,11,11.7889978160584
"GP","F",16,"U","GT3","A",3,1,"services","other","course","mother",1,2,3,"no","yes","yes","no","yes","yes","yes","no",2,3,3,2,2,4,5,7,7,7,5.70528730470146
"GP","F",15,"U","GT3","T",4,4,"teacher","services","course","mother",1,3,0,"no","yes","yes","yes","yes","yes","yes","no",4,2,2,1,1,5,2,9,11,11,12.1430515091327
"GP","M",16,"R","GT3","T",4,2,"teacher","services","other","mother",1,1,0,"no","yes","no","yes","yes","yes","yes","yes",4,3,3,3,4,3,10,10,8,9,11.7531698497276
"GP","F",16,"U","GT3","A",2,2,"other","other","reputation","mother",1,2,0,"yes","yes","yes","no","yes","yes","yes","no",3,3,4,1,1,4,0,12,13,14,11.1559979375
"GP","F",17,"R","LE3","T",3,1,"services","other","reputation","mother",2,4,0,"no","yes","yes","no","yes","yes","no","no",3,1,2,1,1,3,6,18,18,18,11.4362588262403
"GP","M",18,"R","GT3","T",3,2,"other","other","course","mother",1,3,0,"no","no","no","yes","no","yes","no","no",5,3,2,1,1,3,1,13,12,12,11.2598183021647
"MS","M",17,"R","GT3","T",4,3,"services","other","home","mother",2,2,0,"no","yes","yes","yes","no","yes","yes","yes",4,5,5,1,3,2,4,13,11,11,12.0280845450736
"GP","F",16,"U","GT3","T",2,3,"other","other","reputation","mother",1,2,0,"yes","yes","yes","yes","yes","yes","no","no",4,4,3,1,3,4,6,8,10,10,10.6308913907393
"GP","M",15,"U","LE3","A",3,2,"services","other","home","mother",1,2,0,"no","yes","yes","no","yes","yes","yes","no",4,2,2,1,1,1,0,16,18,19,11.542671413344
"GP","F",17,"U","GT3","T",3,2,"other","other","home","mother",1,2,0,"no","yes","yes","no","yes","yes","yes","yes",4,3,2,2,3,2,0,7,8,0,11.4272620164293
"GP","F",16,"U","GT3","A",3,4,"services","other","course","father",1,1,0,"no","no","no","no","yes","yes","yes","no",3,2,1,1,4,5,16,12,11,11,11.2422224805583
"GP","F",16,"U","GT3","T",2,2,"services","other","reputation","mother",2,2,0,"no","no","yes","yes","no","yes","yes","no",3,4,4,1,4,5,2,13,13,11,11.2140034372914
"GP","F",16,"U","GT3","T",2,2,"other","other","home","mother",1,2,0,"no","no","yes","no","yes","yes","yes","yes",5,4,4,1,1,5,0,8,7,8,11.2858344636038
"GP","F",17,"U","GT3","T",2,4,"at_home","health","reputation","mother",2,2,0,"no","yes","yes","no","yes","yes","yes","yes",4,3,3,1,1,1,2,10,10,10,11.0049192950454
"MS","M",17,"U","LE3","T",3,1,"services","services","course","mother",2,1,0,"no","no","no","no","no","yes","yes","no",2,4,5,3,4,2,3,14,16,16,11.2947110878811
"GP","F",15,"R","GT3","T",1,1,"other","other","reputation","mother",1,2,2,"yes","yes","no","no","no","yes","yes","yes",3,3,4,2,4,5,2,8,6,5,7.07086609396438
"GP","M",17,"U","GT3","T",3,2,"services","services","course","mother",1,1,3,"no","yes","no","yes","yes","yes","yes","no",5,5,5,2,4,5,16,6,5,5,5.70832428930452
